Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Gender,Cluster
60.29,0,10.0,2.74245,1,0,2.7775,0,40.0,46,71,1,0
34.65,2,3.0,2.68459,1,0,4.465,1,62.0,44,56,1,2
48.88,1,2.0,2.86616,2,0,2.9775,1,91.0,57,85,1,1
33.78,1,10.0,2.62417,0,0,1.86625,0,74.0,48,67,1,2
80.6,1,10.0,2.94745,1,2,1.4475,1,65.0,54,90,0,1
81.94,4,10.0,2.8156,1,0,0.985,0,57.0,53,80,1,1
5.78,2,10.0,2.66261,0,6,2.86625,1,48.0,49,93,1,2
55.91,3,3.0,2.69514,1,0,1.36875,0,94.0,55,76,1,1
14.59,2,10.0,2.61222,0,0,2.355,1,37.0,54,74,1,2
46.69,1,6.0,2.9179,0,0,3.865,1,43.0,52,77,0,2
44.2,2,2.0,2.91195,1,0,2.805,1,54.0,51,71,0,2
30.15,1,7.0,2.75496,0,1,3.14,0,111.0,56,83,0,2
14.98,1,5.0,2.55376,1,4,2.53125,3,67.0,47,62,0,2
62.15,3,3.0,3.03947,2,0,3.99,0,41.0,49,75,1,0
107.33,0,10.0,3.51279,1,1,4.3825,0,36.0,52,88,0,0
73.91,3,6.0,2.97703,1,1,3.49125,0,45.0,45,60,0,0
60.43,2,0.0,3.08123,2,0,2.94875,0,100.0,53,91,0,0
35.98,2,2.0,2.74421,2,0,2.61625,0,75.0,51,67,0,2
24.32,2,10.0,2.87779,0,1,2.73125,1,51.0,52,69,0,2
31.33,1,10.0,2.74487,2,0,1.87125,0,59.0,53,90,1,1
35.91,2,10.0,2.90763,1,0,1.29625,0,40.0,62,89,0,1
106.79,1,10.0,2.95377,1,1,3.1875,4,54.0,55,98,0,1
37.9,1,9.0,3.17495,1,0,3.3975,3,86.0,61,84,1,1
60.99,2,10.0,3.18507,1,0,2.75,2,59.0,67,115,1,1
15.33,1,0.0,2.65889,0,0,1.29,0,57.0,71,87,1,1
37.94,2,0.0,2.80646,0,0,4.4025,0,64.0,52,68,0,2
42.23,2,7.0,2.64701,2,1,2.66125,1,96.0,47,66,1,2
35.39,1,4.0,3.25729,0,0,4.6425,2,61.0,48,76,1,0
108.41,1,3.0,2.92964,1,1,2.6875,1,40.0,49,73,1,0
31.02,2,0.0,3.06606,0,1,3.38375,2,80.0,48,67,1,2
45.71,3,3.0,3.04138,2,2,3.715,0,63.0,53,72,0,0
35.96,2,10.0,3.22065,2,5,3.92625,0,94.0,46,70,1,0
38.24,2,5.0,2.68278,2,0,2.905,2,77.0,50,73,0,2
77.25,0,10.0,2.73601,1,0,2.58625,2,39.0,50,113,0,1
17.16,1,3.0,2.56868,1,0,4.6875,0,52.0,52,79,1,2
16.14,0,2.0,2.18156,0,0,2.96875,1,68.0,49,82,0,2
29.47,3,4.0,2.53737,0,1,2.48,0,97.0,47,67,1,2
35.49,4,10.0,2.71873,1,1,2.9025,0,50.0,50,73,1,2
33.93,0,10.0,3.1125,1,0,3.445,0,51.0,52,87,1,0
62.88,3,2.0,2.6895,1,1,3.13875,0,33.0,53,73,1,0
107.0,2,8.0,2.97318,2,0,2.68625,2,66.0,57,87,1,0
95.58,4,7.0,2.84693,1,0,1.1325,0,82.0,60,87,1,1
45.71,0,10.0,3.16341,1,0,4.71375,0,39.0,48,63,1,0
18.09,1,8.0,3.00105,0,1,3.92625,0,58.0,49,75,1,2
21.81,0,2.0,3.08188,0,0,4.15375,1,89.0,49,74,1,2
54.94,3,10.0,2.6202,1,0,2.10375,0,72.0,51,80,0,2
42.67,1,10.0,2.59988,2,0,0.9125,1,60.0,54,91,1,1
21.81,3,9.0,2.61855,1,3,3.625,0,103.0,50,72,1,2
30.08,1,9.0,3.02274,1,1,2.7,1,44.0,56,75,1,1
74.5,2,6.0,2.7324,1,0,0.90625,0,61.0,51,70,1,0
63.18,2,10.0,3.03989,1,0,2.19125,1,41.0,59,95,1,1
45.09,1,3.0,2.93133,2,1,4.42125,1,34.0,52,73,1,0
62.12,0,5.0,2.69191,1,0,2.36625,4,107.0,49,77,0,2
67.43,0,1.0,2.69286,2,2,4.3725,0,72.0,52,77,1,0
22.91,4,3.0,2.68354,0,0,2.87125,0,51.0,68,104,1,1
30.5,3,8.0,2.69418,2,0,2.30625,2,102.0,46,64,1,2
33.16,1,10.0,2.63077,0,0,1.6375,1,42.0,52,74,1,2
12.18,2,10.0,2.77114,0,0,4.735,2,66.0,44,67,0,2
63.02,4,5.0,2.78661,1,0,3.9525,1,77.0,45,70,1,0
28.46,2,10.0,3.02521,1,0,2.2225,1,55.0,56,82,0,1
15.68,3,0.0,2.36135,2,0,1.4,2,54.0,48,64,1,2
28.0,3,10.0,2.74475,0,0,3.08875,0,83.0,49,89,1,2
106.8,4,6.0,3.02428,1,0,0.8575,2,39.0,49,81,1,0
30.26,1,2.0,2.87909,0,1,2.02375,0,68.0,50,70,1,2
36.03,2,2.0,2.84788,2,0,3.31,0,36.0,49,74,1,0
51.03,1,4.0,2.59208,1,0,4.05875,0,88.0,52,74,1,2
14.52,1,10.0,2.54712,0,1,2.9025,1,36.0,51,79,1,2
93.58,3,10.0,3.35149,1,0,3.2425,1,60.0,57,100,1,0
93.84,3,10.0,3.03787,1,1,3.80625,0,41.0,48,70,0,0
107.22,2,1.0,2.93844,1,3,4.22875,0,47.0,47,69,1,0
60.74,2,5.0,2.8042,2,0,2.905,0,37.0,45,77,1,0
29.4,1,3.0,2.7975,0,0,1.6875,0,44.0,54,84,1,1
13.9,1,10.0,2.74136,2,1,4.40625,0,75.0,59,96,0,1
54.81,4,10.0,2.80644,2,0,3.41,1,64.0,52,83,1,0
53.85,1,10.0,2.8281,0,0,2.84375,3,71.0,55,102,1,1
14.17,1,3.0,2.51767,2,0,2.1075,0,55.0,45,75,1,2
62.37,1,10.0,2.77541,2,0,3.15375,1,48.0,46,75,0,0
31.7,1,10.0,2.77132,1,0,2.19375,0,81.0,51,71,1,2
65.28,0,10.0,2.83838,2,0,2.69625,0,64.0,48,72,0,0
84.85,1,10.0,3.0027,0,1,1.8575,1,97.0,50,83,1,0
56.71,1,0.0,2.93947,0,1,2.4025,0,99.0,50,81,0,2
45.11,2,1.0,2.98468,0,1,3.47375,2,42.0,57,82,1,1
52.66,3,5.0,2.73658,2,0,1.05875,0,36.0,59,79,1,1
63.07,2,2.0,2.93302,1,1,2.86375,0,70.0,47,69,1,0
4.72,2,9.0,2.55356,0,3,1.925,3,43.0,49,82,1,2
37.33,1,7.0,2.97596,0,0,3.99125,2,36.0,45,65,0,2
88.71,0,3.0,2.8867,1,0,2.64875,0,91.0,51,90,1,0
75.05,4,10.0,2.81269,2,0,1.9,1,76.0,50,81,1,0
12.22,1,0.0,2.46583,0,0,4.61,0,38.0,46,58,1,2
13.4,2,10.0,2.33512,1,0,3.23625,0,89.0,42,62,1,2
29.64,3,4.0,2.4501,2,0,0.5875,0,45.0,55,89,1,1
31.03,1,7.0,2.8581,1,0,1.60375,0,39.0,49,75,0,2
41.64,1,4.0,2.96958,2,0,1.1825,0,91.0,53,87,1,1
17.94,0,3.0,2.67848,2,0,2.5,1,62.0,48,69,1,2
18.17,2,0.0,2.60334,0,1,2.975,0,53.0,49,61,0,2
24.44,0,10.0,2.99985,0,0,2.11,2,32.0,60,77,1,1
56.61,2,2.0,2.8418,1,0,2.32375,0,65.0,52,69,1,2
12.5,3,3.0,2.5926,2,0,3.53875,0,90.0,47,80,0,2
75.45,2,4.0,2.78317,2,0,2.11875,0,43.0,48,83,0,0
43.77,3,10.0,2.655,0,1,1.49375,0,106.0,55,71,1,2
78.44,4,10.0,2.93132,1,0,1.74875,2,49.0,48,85,1,0
24.6,1,10.0,3.11719,2,2,2.18625,1,66.0,60,92,1,1
20.86,2,2.0,2.5383,1,3,2.39375,6,40.0,50,70,0,2
41.21,4,0.0,2.94983,0,4,4.08875,1,42.0,52,64,1,2
20.77,3,7.0,2.69573,1,0,1.72,1,101.0,51,71,1,2
32.13,0,2.0,2.95301,0,1,3.29625,1,36.0,44,82,1,2
27.89,0,10.0,2.6237,0,1,3.05875,0,63.0,50,84,1,2
36.74,3,10.0,2.71074,2,0,1.885,3,41.0,49,78,1,1
17.2,1,3.0,2.97071,2,0,2.4075,0,69.0,48,62,0,2
72.35,1,0.0,2.98055,2,0,2.66125,1,76.0,50,66,1,0
56.19,3,5.0,2.72688,1,0,2.0325,2,67.0,56,90,1,1
61.51,0,10.0,2.81064,2,1,1.19,0,96.0,56,75,1,1
86.2,1,1.0,3.20445,0,0,3.36625,1,69.0,52,89,1,0
54.9,2,2.0,2.87193,1,0,1.9225,2,109.0,51,74,0,2
54.63,3,10.0,3.14562,0,0,3.80875,0,39.0,48,82,1,0
14.92,0,1.0,2.76721,0,0,3.20875,0,47.0,49,84,1,2
19.01,2,10.0,3.07646,0,0,2.935,1,43.0,59,93,1,1
19.04,0,10.0,2.9919,0,1,3.445,0,61.0,52,79,1,2
55.47,2,10.0,2.81527,0,0,2.96625,0,85.0,51,83,1,2
35.81,3,10.0,2.99487,2,0,2.7425,1,49.0,60,93,1,1
56.34,1,10.0,2.85932,0,0,3.00375,0,44.0,48,76,1,2
20.66,3,10.0,2.77417,1,1,1.86375,3,56.0,51,77,1,1
93.61,3,2.0,2.95341,1,0,2.445,0,84.0,52,84,1,0
107.57,3,10.0,2.93067,1,1,2.42875,0,68.0,47,74,1,0
33.52,3,5.0,3.2152,1,2,2.89875,0,102.0,56,94,1,1
40.05,2,10.0,2.491,2,0,0.78,1,56.0,63,116,1,1
78.06,4,6.0,2.80061,1,1,2.98,2,102.0,51,78,0,0
25.7,0,10.0,2.43385,2,0,2.49,1,70.0,55,73,1,2
107.0,2,10.0,2.9298,1,1,3.19625,0,65.0,53,75,1,0
61.76,1,10.0,2.95264,2,1,2.5975,0,36.0,51,71,0,0
18.96,3,3.0,3.00147,0,2,4.22375,1,64.0,51,67,1,2
35.9,2,2.0,2.90326,0,0,1.99125,0,66.0,53,78,1,2
43.82,1,10.0,2.92532,1,0,1.01875,0,32.0,57,96,1,1
30.18,0,3.0,2.99791,1,3,2.185,2,45.0,59,99,1,1
61.93,2,10.0,2.97612,1,0,3.58125,3,30.0,53,90,1,0
27.6,0,0.0,2.57778,0,1,3.95125,0,96.0,48,64,0,2
15.53,2,5.0,2.26926,0,0,3.9075,1,38.0,46,86,1,2
20.95,1,10.0,2.97637,2,0,4.225,1,62.0,46,73,1,0
85.26,3,0.0,3.09509,2,2,4.41875,1,36.0,47,64,1,0
12.56,3,3.0,2.97396,1,0,3.96,1,99.0,49,72,1,2
39.22,2,10.0,2.56293,0,1,2.31,2,95.0,55,88,0,1
37.86,3,9.0,2.78864,2,0,3.27,1,55.0,48,68,1,0
71.1,3,4.0,2.71145,2,0,2.175,1,56.0,48,72,1,0
57.57,1,1.0,3.22494,2,0,3.55875,1,55.0,50,74,1,0
97.18,3,10.0,3.08176,1,1,3.24375,4,44.0,50,77,0,0
29.03,1,10.0,2.88978,2,0,3.0775,0,41.0,54,91,0,1
9.38,1,7.0,2.48127,1,1,4.085,0,71.0,44,58,1,2
51.83,4,3.0,2.6507,2,1,2.14375,0,90.0,49,61,1,2
32.04,3,1.0,2.48312,2,0,2.895,0,60.0,68,87,1,1
35.39,3,7.0,2.67683,2,0,1.98375,0,106.0,46,61,1,2
30.46,2,10.0,2.56134,0,1,1.3025,0,83.0,49,74,1,2
60.51,2,10.0,2.73663,1,0,2.815,3,60.0,45,77,1,0
73.15,2,2.0,2.99888,1,5,3.17125,1,87.0,53,91,1,0
61.64,0,10.0,2.84199,1,1,3.5475,1,38.0,48,75,1,0
16.45,3,7.0,2.69452,1,0,1.8975,0,50.0,52,75,1,2
20.47,1,2.0,2.49877,1,0,2.27125,0,94.0,47,60,0,2
53.74,2,1.0,2.99446,1,0,4.02,0,94.0,45,64,0,2
43.68,0,10.0,2.9665,0,0,4.155,2,66.0,54,82,0,0
22.4,2,1.0,2.98548,0,0,4.58125,2,72.0,45,66,0,2
60.93,0,1.0,2.7241,1,0,3.82375,0,59.0,46,63,1,2
27.69,1,1.0,2.84102,0,2,2.5425,0,48.0,57,101,1,1
31.44,0,1.0,2.69953,1,1,4.2275,0,41.0,47,72,1,2
108.79,2,0.0,2.92964,1,0,1.9325,0,45.0,69,98,1,1
40.59,2,0.0,2.46315,1,0,0.8875,2,45.0,62,87,0,1
18.98,2,10.0,2.60986,0,0,2.63,1,75.0,47,73,1,2
25.47,3,3.0,2.65879,0,1,3.89375,0,37.0,51,71,1,2
61.94,0,10.0,2.7074,1,1,1.9,2,98.0,51,79,0,1
30.02,2,0.0,2.94822,0,0,3.1675,1,47.0,55,69,0,2
77.04,0,6.0,2.88586,2,1,0.5075,0,110.0,53,72,0,0
17.49,2,10.0,2.76934,1,3,3.92375,1,98.0,50,68,0,2
41.34,2,10.0,2.55236,0,0,1.99125,2,66.0,47,75,0,2
19.93,1,8.0,2.57353,0,3,3.82,2,50.0,51,70,1,2
74.48,0,8.0,2.8271,1,2,2.9825,2,37.0,52,74,1,0
108.33,1,10.0,3.15759,2,0,1.9725,1,63.0,56,77,0,0
33.16,3,8.0,2.84512,2,2,2.84,1,112.0,53,67,1,2
17.78,2,9.0,2.88555,0,0,2.9475,1,55.0,52,74,1,2
108.92,0,5.0,2.95954,1,0,2.465,1,39.0,51,102,1,1
28.2,3,10.0,2.72301,0,6,1.50125,0,81.0,53,76,1,2
87.44,1,1.0,2.80707,1,0,2.23125,0,103.0,48,77,1,0
54.98,1,10.0,2.72195,1,0,1.68875,0,67.0,53,95,1,1
43.44,1,4.0,2.79663,0,0,3.09125,2,78.0,49,72,1,2
4.9,2,2.0,2.6119,0,2,4.24125,1,40.0,48,62,1,2
10.55,1,4.0,3.03682,1,5,3.87125,0,59.0,46,77,1,2
60.66,3,10.0,2.954,1,0,3.68,1,54.0,49,83,0,0
46.24,0,7.0,3.15032,2,0,1.98625,1,50.0,57,86,0,1
106.95,2,8.0,3.14489,2,0,2.13375,0,60.0,53,92,0,0
16.99,2,7.0,2.49802,0,0,2.455,0,44.0,45,60,1,2
60.45,3,3.0,2.81243,2,0,2.61625,0,31.0,58,88,1,1
56.86,0,10.0,3.6991,2,1,4.76875,2,75.0,47,83,1,0
15.24,2,2.0,2.79505,2,0,3.2825,2,55.0,50,75,0,2
44.46,2,5.0,3.03746,2,0,2.77625,1,37.0,54,83,0,0
23.12,1,9.0,2.74481,2,1,4.6675,5,101.0,45,73,1,2
89.59,2,10.0,3.99626,1,0,4.62875,1,92.0,60,107,0,0
30.84,2,10.0,2.77573,2,0,2.15125,1,37.0,48,87,1,1
32.25,1,4.0,2.8732,0,0,3.77625,0,87.0,46,75,1,2
20.59,4,7.0,2.38331,1,0,3.16125,1,51.0,53,80,1,2
18.21,4,10.0,3.02676,2,3,4.31625,0,51.0,45,83,1,0
31.66,3,8.0,2.74617,1,0,0.87625,0,58.0,54,69,1,1
61.1,1,0.0,2.99361,0,0,3.91125,2,49.0,53,86,1,0
26.49,4,5.0,2.73827,2,0,4.38875,1,86.0,47,73,1,2
41.31,1,0.0,2.93665,0,1,2.2125,0,89.0,49,71,1,2
33.04,4,0.0,2.53905,2,1,1.63375,2,55.0,55,78,1,1
30.47,2,2.0,2.93358,1,0,4.245,3,59.0,51,86,0,0
8.74,2,2.0,2.67488,0,0,1.08625,4,58.0,52,79,1,1
66.29,2,6.0,2.95202,2,0,3.6675,0,65.0,57,86,1,0
108.47,0,8.0,3.07841,1,0,2.79125,0,99.0,54,86,1,0
60.55,3,2.0,2.87178,1,0,1.18,5,112.0,49,77,1,1
106.45,0,10.0,3.00121,1,0,1.5375,2,74.0,58,91,1,1
63.16,4,4.0,2.67242,2,0,1.855,2,60.0,52,72,0,0
73.5,0,3.0,3.00319,2,4,1.7775,2,54.0,53,69,0,0
25.72,1,1.0,2.81429,0,0,2.685,1,43.0,59,80,1,1
48.04,2,4.0,2.7457,0,1,1.3425,0,74.0,52,95,1,1
61.1,2,10.0,2.84208,2,0,2.51875,0,41.0,54,73,1,0
34.42,1,10.0,2.66848,2,0,2.9575,1,38.0,50,69,0,2
61.73,4,8.0,2.74562,2,0,2.03,1,59.0,51,73,1,0
67.5,0,10.0,2.947,0,0,2.5475,0,111.0,47,69,1,2
31.27,0,1.0,2.7816,0,1,2.48,1,94.0,60,95,0,1
25.97,0,10.0,2.77157,0,0,1.295,0,66.0,48,73,0,2
62.91,4,2.0,2.7737,2,0,2.035,1,95.0,54,71,1,0
61.07,1,3.0,2.65371,2,1,3.37625,1,44.0,53,82,0,0
105.12,1,1.0,3.09917,2,1,2.89625,0,75.0,49,79,1,0
18.83,3,2.0,2.80177,2,1,2.725,1,65.0,54,94,1,1
33.37,2,0.0,2.87422,2,3,2.85,1,92.0,44,73,1,2
29.71,2,10.0,2.80791,0,0,3.76875,2,82.0,52,70,0,2
37.42,0,6.0,3.14673,0,1,2.415,0,60.0,53,76,0,2
61.1,0,8.0,2.92842,1,0,3.34,0,87.0,50,67,1,0
52.94,2,5.0,2.75872,0,0,2.625,0,91.0,55,86,1,1
16.77,2,10.0,2.42758,2,0,3.07875,1,61.0,49,80,1,2
107.6,3,8.0,2.92468,1,0,0.88625,0,72.0,64,97,1,1
38.55,1,10.0,2.87097,0,0,3.47625,0,38.0,53,84,1,1
60.24,2,10.0,2.7357,2,0,1.7875,0,65.0,48,77,1,0
77.27,4,10.0,2.92715,2,3,2.75875,2,33.0,55,77,1,0
19.52,3,0.0,2.45918,2,0,1.5675,0,36.0,57,115,1,1
7.05,2,2.0,2.75644,1,3,2.94875,3,85.0,52,81,1,2
72.92,3,4.0,2.84022,1,0,3.24,0,49.0,50,74,1,0
24.95,3,10.0,2.86114,0,1,2.22625,1,77.0,52,73,1,2
35.67,0,0.0,3.26769,2,0,3.90625,2,44.0,54,90,0,0
37.94,1,10.0,2.8326,2,0,2.35375,1,80.0,56,77,1,1
23.12,1,2.0,2.67803,1,0,2.70875,0,51.0,56,83,1,1
47.01,3,9.0,2.81236,2,0,2.80125,1,53.0,49,63,1,0
31.03,2,0.0,2.78856,1,5,3.40375,0,37.0,62,85,1,1
92.4,2,3.0,2.90069,1,0,2.585,1,58.0,58,88,0,1
33.3,2,10.0,2.65316,0,0,3.19625,0,58.0,48,84,0,2
30.43,1,4.0,3.03888,2,1,3.78875,1,63.0,51,73,1,0
73.68,3,4.0,3.09452,2,0,3.64,3,102.0,50,76,1,0
59.03,4,2.0,2.76948,2,1,2.04625,1,87.0,50,85,0,0
37.4,4,6.0,2.71559,0,0,0.855,1,102.0,58,110,0,1
62.42,4,10.0,2.851,0,0,3.2725,1,49.0,50,90,1,0
81.96,4,2.0,2.89926,2,0,2.58625,0,58.0,50,103,1,0
18.46,1,8.0,2.5263,0,2,4.1425,1,75.0,50,80,1,2
76.48,0,6.0,2.90433,1,0,2.485,3,92.0,50,77,1,0
47.42,0,7.0,2.77653,2,4,1.7925,1,45.0,61,92,0,1
29.62,1,3.0,2.84069,0,2,2.24375,0,57.0,50,83,1,2
49.06,3,9.0,2.87923,2,0,3.2975,0,46.0,51,85,1,0
32.99,2,1.0,2.63245,0,0,1.37375,0,83.0,47,71,1,2
21.26,2,9.0,3.00022,2,1,3.23125,2,78.0,52,83,1,0
44.17,4,10.0,2.77707,2,0,1.7225,1,77.0,51,78,1,0
85.65,1,10.0,2.98475,1,1,3.41375,0,73.0,56,77,1,0
23.15,1,10.0,2.5418,0,1,3.1875,0,60.0,49,67,1,2
24.86,1,10.0,2.95529,0,4,3.84625,1,96.0,49,85,1,2
61.49,4,3.0,2.67239,2,0,2.55625,0,66.0,53,77,1,0
57.36,4,10.0,3.10672,1,1,1.73,3,76.0,69,112,1,1
39.62,1,2.0,2.7024,1,0,3.56,2,42.0,56,74,0,2
50.06,3,10.0,2.60234,1,0,1.52,0,64.0,55,91,0,1
20.71,0,7.0,3.08225,0,7,2.66,0,85.0,55,75,1,2
76.79,1,3.0,2.77447,2,2,3.95,2,67.0,46,86,1,0
31.29,1,0.0,3.02435,2,1,1.96125,0,67.0,64,101,0,1
47.63,2,10.0,3.00408,1,0,3.6975,1,47.0,47,81,1,0
27.92,2,3.0,3.05319,0,0,3.4725,0,50.0,49,73,0,2
59.16,1,3.0,3.01907,0,0,3.3725,1,76.0,52,77,0,0
44.52,4,7.0,2.77504,2,0,1.96,0,112.0,54,84,0,1
45.62,1,7.0,2.68794,1,0,2.23375,0,56.0,54,79,1,1
29.65,3,10.0,3.08826,0,0,2.71625,1,33.0,57,84,1,1
29.07,1,0.0,3.11647,2,1,3.46875,4,62.0,51,82,1,0
19.5,1,9.0,2.99203,0,0,3.38875,0,42.0,50,88,1,2
96.46,4,10.0,3.1025,1,5,2.92875,0,40.0,56,92,1,0
37.18,3,3.0,2.53947,0,1,0.8475,1,62.0,50,68,1,2
31.49,1,5.0,2.85057,0,0,2.14125,0,73.0,57,83,1,1
54.41,4,10.0,2.64184,0,0,1.5125,2,91.0,50,90,1,1
29.67,0,10.0,2.62128,1,1,3.83875,0,34.0,51,87,0,2
10.88,1,10.0,2.41375,0,7,2.96,1,61.0,52,73,0,2
30.02,1,1.0,2.99986,2,0,3.84125,0,108.0,47,61,1,2
62.37,0,6.0,3.09196,0,0,2.31125,1,70.0,58,75,1,1
51.99,1,2.0,3.08258,0,0,2.29625,2,37.0,49,79,1,0
39.3,3,2.0,2.47894,2,0,1.37,1,63.0,56,95,1,1
19.58,1,3.0,2.81349,0,0,4.225,0,37.0,47,81,1,2
50.47,2,10.0,2.84878,1,0,2.24375,0,60.0,54,76,1,1
15.03,1,4.0,2.7038,0,0,2.7875,0,70.0,50,70,0,2
34.01,3,10.0,2.78404,2,0,1.73125,0,46.0,57,82,1,1
63.27,1,10.0,2.8778,2,0,2.4925,1,106.0,49,69,1,0
41.03,2,9.0,2.58686,2,1,2.65875,1,48.0,51,74,0,2
18.1,1,6.0,2.80663,2,5,2.7425,1,43.0,47,78,0,2
18.96,3,10.0,2.81991,0,8,2.84125,1,77.0,51,82,1,2
39.76,2,10.0,2.70037,2,0,3.77,0,39.0,48,66,1,0
47.75,2,10.0,2.92781,1,2,2.25125,2,52.0,54,86,1,1
35.83,1,10.0,2.60324,0,0,3.05,0,60.0,49,72,1,2
72.94,3,1.0,3.1304,2,0,1.105,1,76.0,58,75,1,1
42.06,3,0.0,2.74438,0,0,3.47625,0,37.0,53,75,1,2
61.85,2,10.0,2.64999,1,0,3.21625,2,42.0,47,61,1,2
30.19,2,10.0,3.0577,1,1,3.83125,3,50.0,62,93,1,1
31.56,2,7.0,2.74826,0,0,2.3,3,47.0,51,76,0,2
21.3,2,10.0,2.90312,0,0,3.36375,0,53.0,54,77,1,2
94.31,4,6.0,2.86462,1,0,3.03875,0,83.0,52,76,1,0
77.97,1,0.0,3.17555,1,1,3.27875,0,95.0,44,64,1,0
35.92,1,1.0,2.53138,0,0,2.5825,0,96.0,45,63,1,2
4.98,1,8.0,3.03799,1,0,4.64625,1,30.0,53,87,1,0
59.8,1,9.0,2.64472,1,1,2.23,1,38.0,46,65,1,2
51.82,2,6.0,2.67691,1,0,2.465,1,93.0,48,73,0,2
76.17,2,10.0,3.04081,2,0,3.04875,0,62.0,52,76,0,0
71.95,1,10.0,2.88042,2,0,1.2725,0,44.0,59,86,0,1
35.57,1,10.0,2.53401,2,1,3.855,0,48.0,57,91,1,1
85.43,1,6.0,3.24537,1,1,3.61125,0,33.0,52,81,1,0
38.13,2,3.0,2.65794,1,1,0.82625,0,38.0,46,70,1,2
32.21,3,10.0,2.79777,1,0,3.60125,2,50.0,51,73,1,2
40.52,1,0.0,2.77183,2,0,3.5675,0,65.0,45,61,1,2
62.22,3,2.0,2.80606,2,2,4.45,5,71.0,47,70,0,0
58.26,0,10.0,3.05277,0,1,2.13875,2,42.0,51,88,1,1
44.81,3,10.0,2.59059,2,1,1.88875,0,48.0,44,62,1,2
15.28,1,2.0,2.68185,0,0,2.0775,0,63.0,52,90,1,2
31.57,1,10.0,2.86634,0,0,3.68125,0,82.0,49,66,1,2
10.57,1,0.0,2.81418,0,0,2.905,0,33.0,49,85,0,2
29.74,0,7.0,2.89831,0,2,3.89125,0,36.0,48,65,1,2
32.77,3,10.0,2.54391,0,0,3.17875,0,31.0,52,90,1,2
44.3,1,5.0,2.87792,0,0,2.61625,1,36.0,46,70,1,2
41.42,4,0.0,2.6743,1,1,2.445,2,72.0,54,66,1,2
12.65,0,8.0,2.9829,0,6,4.645,0,67.0,47,72,0,2
91.07,2,10.0,2.94539,2,0,2.01375,0,37.0,48,65,0,0
5.63,2,10.0,2.75473,0,0,3.66,0,50.0,48,71,0,2
28.12,3,7.0,2.69589,0,0,1.5675,0,50.0,59,81,1,1
17.08,1,10.0,3.00299,0,1,3.245,0,69.0,46,71,1,2
102.44,3,10.0,3.00026,1,0,2.35875,0,86.0,56,74,1,0
6.38,0,6.0,2.95512,0,6,1.32625,3,30.0,48,77,0,2
14.85,2,1.0,2.79081,0,1,2.2875,0,100.0,53,82,1,2
18.66,1,7.0,3.04065,2,0,4.245,0,32.0,53,76,0,0
26.48,3,8.0,2.77323,2,0,3.78,1,92.0,47,61,1,2
41.44,2,10.0,2.99996,0,0,3.91,1,93.0,48,75,1,2
29.41,2,7.0,2.82511,0,0,2.91125,1,101.0,46,66,1,2
74.82,4,1.0,2.78039,2,2,2.1475,1,55.0,52,90,0,1
47.35,3,10.0,2.85091,2,6,1.22625,1,76.0,49,72,1,0
17.93,4,0.0,2.58916,0,0,1.4675,1,46.0,54,69,1,2
93.45,1,10.0,2.97435,1,0,2.6525,3,36.0,50,75,0,0
61.1,1,10.0,2.84954,2,0,3.75375,0,60.0,51,84,1,0
12.45,0,2.0,2.61095,0,10,2.1725,3,57.0,57,73,0,2
95.18,1,10.0,2.84535,2,0,1.3125,0,54.0,52,79,1,0
85.04,2,10.0,3.12106,2,0,3.07,0,39.0,51,82,0,0
18.55,0,2.0,2.77568,2,1,3.055,1,39.0,50,83,1,2
71.32,1,3.0,2.80716,1,0,2.755,0,61.0,63,100,0,1
35.88,2,2.0,3.02768,0,1,4.1125,0,39.0,48,58,1,2
73.15,1,10.0,2.96008,1,8,2.21875,0,60.0,56,96,0,1
21.26,1,4.0,2.8737,0,0,2.3975,1,59.0,53,75,0,2
106.76,3,5.0,3.14777,1,2,4.86125,0,53.0,44,70,0,0
30.87,2,9.0,2.50829,2,0,1.795,2,81.0,52,87,1,1
77.6,3,7.0,3.28461,1,0,2.7425,1,53.0,62,83,1,1
108.68,1,10.0,3.16356,1,2,2.8625,1,41.0,54,74,1,0
35.0,0,4.0,2.85353,1,2,3.01375,3,103.0,54,77,0,2
57.82,2,7.0,2.82975,2,0,3.545,0,68.0,47,65,1,0
46.34,1,0.0,2.85842,1,0,2.9,0,85.0,50,67,1,2
29.6,3,2.0,2.55017,2,0,0.7475,2,49.0,52,71,1,2
19.76,1,0.0,3.16258,0,0,3.22125,1,67.0,45,61,1,2
62.9,4,10.0,2.79409,1,7,3.89,2,67.0,48,70,1,0
37.59,2,3.0,2.70615,2,0,3.29,4,86.0,47,69,1,2
11.82,1,4.0,2.56922,0,0,3.43875,0,78.0,49,65,1,2
63.24,1,10.0,3.21198,2,0,3.81625,1,37.0,53,88,1,0
62.7,4,6.0,2.81174,1,0,1.94375,3,42.0,61,94,1,1
73.64,1,1.0,3.06958,0,3,4.95,0,40.0,45,55,1,0
19.64,1,0.0,3.01541,2,0,2.84375,0,30.0,56,87,1,1
21.52,1,0.0,2.70436,0,0,3.26625,1,60.0,49,89,1,2
41.37,0,10.0,3.11502,0,1,2.9275,0,100.0,52,88,1,1
